1,547843,Main Warehouse / Returns,main_wh,,5424 W. Crenshaw St,"",Tampa,FL,33634,United States,5424 W. Crenshaw St,"",Tampa,FL,33634,United States,0,2020-05-29 13:33:11,2020-05-31 20:41:08
2,545712,Las Vegas Warehouse,vegas_wh1,,3595 E Patrick Ln,Suite 900,Las Vegas,NV,89120,United States,5424 W. Crenshaw St,"",Tampa,FL,33634,United States,1,2020-05-29 13:33:11,2020-06-16 15:28:31
3,18832,Tampa Warehouse 1,tpa_wh1,,8665 Florida Mining Blvd,"",Tampa,FL,33612,United States,5424 W. Crenshaw St,"",Tampa,FL,33634,United States,1,2020-05-29 13:33:11,2020-05-31 20:41:08
